Status,Brand,CPU,RAM,Storage,GPU,Screen,Touch,Price
New,other,i3,8,128,intel,14.0,No,399.0
New,dell,i5,8,256,intel,14.0,No,919.13
New,lenovo,ryzen 5,4,64,intel,10.1,Yes,341.33000000000004
Refurbished,asus,i7,16,512,intel,13.3,Yes,1099.99
Refurbished,msi,i7,16,512,nvdia,14.0,No,843.14
New,other,i3,8,256,intel,15.6,No,469.27
Refurbished,other,i5,16,500,intel,14.0,No,530.0
New,acer,other,4,1000,intel,15.6,No,291.04
New,lenovo,i7,8,256,intel,12.5,No,1694.88
New,hp,other,8,256,intel,15.6,No,459.99
New,hp,ryzen 7,16,512,nvdia,16.1,No,998.56
New,asus,i5,8,1000,intel,15.6,No,801.4300000000001
New,apple,M1,8,256,intel,13.3,No,1219.0
Refurbished,msi,i5,16,512,nvdia,15.6,No,806.49
New,hp,other,4,500,amd,15.6,No,276.06
Refurbished,msi,i7,16,1000,nvdia,14.0,No,1449.0
New,lenovo,i7,16,1000,intel,14.0,Yes,1979.0
Refurbished,msi,i7,32,1000,nvdia,15.6,No,1366.34
Refurbished,asus,i5,16,512,nvdia,15.6,No,1199.0
New,msi,i7,16,1000,nvdia,16.0,No,1899.0
New,hp,i5,4,128,intel,12.5,No,1710.93
New,hp,i5,4,500,intel,13.3,No,806.7800000000001
Refurbished,msi,i7,16,512,nvdia,15.6,No,885.84
New,lenovo,i7,8,256,intel,15.6,Yes,1389.93
New,hp,i7,8,256,intel,14.0,No,1872.5
Refurbished,hp,i7,16,512,intel,15.6,No,1889.25
New,dell,i5,8,256,intel,14.0,No,1289.35
Refurbished,lenovo,i5,16,512,intel,14.0,No,1049.0
Refurbished,microsoft,i5,8,128,intel,12.3,Yes,1009.99
Refurbished,apple,i5,8,256,intel,13.3,No,1098.08
New,hp,other,4,500,amd,15.6,No,317.79
New,microsoft,i7,16,256,intel,13.0,Yes,1859.0
Refurbished,msi,i7,16,1000,nvdia,15.6,No,1022.79
New,other,i7,16,1000,nvdia,15.6,No,1599.9
New,acer,other,8,128,intel,15.6,No,486.0
New,dell,i7,8,128,other,15.6,No,1602.86
New,hp,i7,16,512,intel,15.6,No,824.0
New,hp,i7,16,1000,nvdia,16.1,No,1627.74
New,dell,i7,8,256,amd,15.6,No,821.546
New,lenovo,i7,16,512,nvdia,14.0,No,2175.0
New,hp,ryzen 7,8,256,intel,15.6,No,600.57
New,hp,i7,16,1000,nvdia,16.1,No,1299.01
New,hp,ryzen 7,12,512,intel,15.6,No,749.0
New,hp,ryzen 7,32,1000,intel,15.6,No,999.0
New,acer,i7,8,256,other,15.6,No,899.87
New,lenovo,ryzen 5,16,512,intel,15.6,No,729.0
New,asus,ryzen 5,4,1000,amd,15.6,No,501.83
New,lenovo,i7,16,512,nvdia,15.6,No,2039.0
New,lenovo,i7,8,512,intel,14.0,No,1271.0
Refurbished,lenovo,i5,8,256,intel,14.0,No,1251.91
New,lenovo,i5,8,512,intel,15.6,No,599.0
Refurbished,apple,i3,8,256,intel,13.3,No,727.37
New,asus,other,4,500,intel,15.6,No,394.83
New,msi,ryzen 7,16,512,intel,15.6,No,899.0
New,acer,i5,8,256,intel,14.0,No,978.0
New,hp,i5,4,500,intel,15.6,No,518.95
New,msi,i7,32,1000,intel,13.4,Yes,1899.0
Refurbished,msi,i7,16,1000,intel,14.0,No,644.39
New,other,i7,16,1000,nvdia,17.3,No,3099.99
New,toshiba,i5,8,256,intel,13.0,No,2124.0
New,hp,i7,8,256,other,15.6,No,2209.443
Refurbished,msi,i7,32,1000,nvdia,15.6,No,1040.54
New,asus,i5,16,512,intel,15.6,No,1212.25
Refurbished,asus,i7,16,512,intel,15.6,No,799.0
New,hp,i5,4,128,intel,14.0,No,1353.5500000000002
New,asus,i5,8,256,intel,15.6,No,1396.0
Refurbished,asus,other,8,64,intel,15.6,No,399.0
New,hp,i5,8,256,amd,15.6,No,662.3193
New,lenovo,i5,8,256,intel,15.6,No,719.0
New,lenovo,i7,8,256,nvdia,17.0,No,3810.0
New,lenovo,i3,4,500,intel,15.6,No,481.5
Refurbished,msi,i7,16,1000,intel,14.0,No,1234.33
Refurbished,lenovo,i5,8,256,intel,14.0,No,799.0
New,lenovo,i5,8,512,intel,13.3,No,1358.61
New,hp,other,8,256,intel,15.6,No,391.02
New,asus,i9,32,1000,nvdia,16.0,No,3699.01
Refurbished,apple,i5,16,1000,intel,13.3,No,1491.33
New,hp,other,4,64,intel,14.0,No,329.0
New,asus,i5,8,256,intel,14.0,Yes,839.0
Refurbished,lenovo,i7,8,256,intel,14.0,No,711.95
New,asus,i7,8,512,intel,15.6,No,628.04
New,msi,i7,32,1000,nvdia,16.0,No,2578.38
New,hp,ryzen 3,8,1000,intel,15.6,No,471.0
New,hp,i5,16,512,intel,15.6,No,609.01
New,lenovo,i7,16,512,intel,14.0,No,1515.0
New,other,ryzen 5,8,500,intel,15.6,No,559.0
New,microsoft,ryzen 7,8,256,intel,15.0,Yes,1449.0
New,apple,i5,8,256,intel,13.3,No,1067.86
New,asus,i7,16,512,nvdia,15.6,No,909.99
Refurbished,other,i7,16,512,nvdia,15.6,No,1048.99
New,hp,i3,8,512,intel,15.6,No,451.46
New,hp,i7,8,512,intel,15.6,No,699.0
Refurbished,msi,i7,16,1000,nvdia,15.6,No,825.64
Refurbished,lenovo,ryzen 7,16,1000,nvdia,15.6,No,1249.0
New,dell,i7,8,256,amd,15.6,No,1167.0
New,dell,i5,8,256,intel,13.3,Yes,951.23
New,msi,i7,32,1000,nvdia,16.0,No,2239.01
New,lenovo,i5,4,500,intel,15.6,No,1128.85
New,dell,i5,12,1000,intel,15.6,No,694.4300000000001
New,microsoft,i5,8,256,intel,12.4,Yes,1134.21
New,acer,i5,8,512,intel,15.6,No,589.0
Refurbished,lenovo,i5,8,512,intel,14.0,No,882.56
New,dell,i7,16,512,intel,14.0,No,999.0
New,dell,i7,12,512,intel,15.6,Yes,1389.93
New,lenovo,ryzen 5,8,512,intel,15.6,No,554.0
Refurbished,other,i9,16,1000,nvdia,15.6,No,1313.64
New,asus,i5,16,512,intel,17.3,No,862.19
New,dell,i3,4,128,intel,14.0,No,787.3809
New,hp,i3,4,500,intel,15.6,No,390.443
New,asus,i7,16,512,intel,15.6,No,950.53
New,hp,i7,8,512,intel,15.6,No,716.14
Refurbished,acer,i5,16,512,nvdia,15.6,No,666.69
New,hp,i5,8,512,intel,15.6,No,568.82
New,asus,ryzen 7,16,512,nvdia,15.6,No,1299.01
New,hp,other,4,128,intel,15.6,No,381.76
New,other,i7,32,1000,nvdia,17.3,No,1549.01
New,acer,other,4,1000,intel,15.6,No,372.36
New,asus,i7,8,256,nvdia,14.0,No,1515.0
Refurbished,lenovo,i7,16,256,nvdia,15.6,No,875.54
Refurbished,acer,i7,16,1000,nvdia,17.3,No,1498.14
New,hp,i5,4,500,intel,13.3,No,722.25
New,acer,i7,16,1000,nvdia,16.0,No,1929.01
New,dell,i7,8,256,intel,13.3,No,1560.0600000000002
Refurbished,asus,i5,8,256,intel,14.0,No,549.0
New,other,other,4,32,intel,14.0,No,416.23
New,hp,i5,4,500,amd,15.6,No,655.4927
New,lenovo,ryzen 7,16,512,intel,14.0,No,1079.91
New,asus,i5,8,512,intel,15.6,No,809.01
Refurbished,dell,i5,8,512,intel,13.4,No,699.0
Refurbished,lenovo,i3,8,256,intel,14.0,No,585.29
New,other,i5,16,512,nvdia,17.3,No,1376.02
New,lenovo,i5,8,256,intel,15.6,No,842.99
New,other,i7,16,1000,nvdia,15.6,No,2799.99
New,dell,i5,8,512,nvdia,15.6,No,1848.46
Refurbished,msi,i7,32,1000,nvdia,14.0,No,840.84
New,msi,i7,16,512,intel,13.4,Yes,1709.0
New,dell,i7,8,256,other,15.6,Yes,1886.41
New,other,other,4,64,intel,11.6,Yes,329.95
Refurbished,asus,i7,16,512,nvdia,15.6,No,942.84
New,asus,i5,8,256,intel,14.0,No,1200.0
Refurbished,msi,i7,16,1000,nvdia,15.6,No,1022.39
New,microsoft,other,16,512,intel,13.0,Yes,2406.35
New,asus,i9,32,1000,nvdia,18.0,No,3699.01
Refurbished,hp,i7,16,512,nvdia,15.6,No,2677.83
Refurbished,hp,ryzen 7,16,1000,nvdia,15.6,No,676.84
New,asus,ryzen 7,16,1000,nvdia,16.0,No,1499.0
New,other,ryzen 5,2,32,intel,14.0,No,255.73
New,dell,i7,8,256,amd,15.6,No,951.0
New,msi,i7,32,1000,nvdia,16.0,No,1699.01
New,acer,i3,4,1000,intel,15.6,No,392.69
Refurbished,asus,i9,32,1000,nvdia,17.3,No,1770.24
New,acer,i7,8,256,nvdia,15.6,No,1117.0
Refurbished,msi,i7,64,2000,nvdia,17.3,No,2373.14
New,hp,i7,8,256,intel,14.0,No,2019.3147
New,hp,i3,4,500,intel,15.6,No,369.1393000000001
Refurbished,asus,i5,16,512,nvdia,15.6,No,949.0
New,lenovo,i7,8,1000,other,15.6,No,1389.93
New,lenovo,i5,8,256,intel,14.0,No,1439.15
New,hp,i5,8,256,intel,15.6,No,791.0
Refurbished,dell,i5,8,512,intel,15.6,No,549.93
New,asus,ryzen 5,16,512,intel,14.0,No,969.0
New,acer,i5,8,256,intel,13.0,No,1256.0
New,dell,i5,8,256,intel,15.6,No,1091.08
New,hp,i5,16,512,intel,16.0,No,1463.31
New,dell,i5,8,1000,intel,15.6,No,577.7465000000001
Refurbished,asus,ryzen 7,16,1000,nvdia,15.6,No,1600.0
Refurbished,hp,i5,8,512,intel,15.6,No,475.99
New,lenovo,i7,32,1000,nvdia,17.3,No,3496.86
New,hp,ryzen 5,12,512,intel,15.6,No,549.0
Refurbished,hp,ryzen 7,16,1000,nvdia,15.6,No,912.44
New,other,i5,8,512,intel,15.6,No,1093.01
Refurbished,hp,i5,8,512,nvdia,14.0,No,565.54
New,other,i7,8,512,intel,15.6,No,2459.9300000000003
New,lenovo,other,4,128,intel,15.6,No,442.99
New,hp,i5,8,512,intel,15.6,No,559.01
Refurbished,apple,i5,8,256,intel,13.3,No,873.6
New,dell,i7,8,256,intel,14.0,No,1175.93
New,msi,i7,16,512,other,17.3,No,2584.05
New,other,i5,8,512,intel,15.6,No,438.46
New,acer,i5,8,256,intel,14.0,No,1167.0
New,dell,i5,8,256,intel,13.3,No,1743.0300000000002
New,acer,i3,4,1000,other,15.6,No,582.08
Refurbished,dell,i7,32,1000,nvdia,15.6,Yes,2818.09
Refurbished,asus,i5,16,512,intel,13.3,Yes,678.39
Refurbished,apple,M1,16,1000,intel,14.2,No,2749.0
Refurbished,lenovo,other,8,256,intel,15.6,No,445.79
New,apple,M2,8,512,intel,13.6,No,1869.0
New,dell,other,4,500,intel,15.6,No,394.83
New,hp,ryzen 3,8,256,intel,15.6,No,455.55
New,lenovo,i5,16,512,intel,15.6,No,1074.0
Refurbished,asus,i7,16,512,nvdia,15.6,No,942.84
Refurbished,lenovo,ryzen 5,8,512,intel,15.6,No,569.04
New,hp,i5,16,512,intel,13.3,No,1375.3
New,hp,i7,8,256,intel,12.5,No,2457.7365
New,dell,i5,16,512,intel,13.3,No,1020.24
New,asus,i7,8,256,intel,14.0,No,1122.43
New,hp,other,8,256,intel,15.6,No,349.0
New,other,i5,16,512,intel,13.3,Yes,1581.0
New,lenovo,i5,16,512,intel,14.0,No,1282.0
New,lenovo,i5,8,256,intel,14.0,No,1192.0
New,lenovo,ryzen 7,16,1000,nvdia,15.6,No,1269.0
New,lenovo,other,4,500,intel,15.6,No,448.33
New,hp,other,4,256,intel,15.6,No,426.9193
New,hp,ryzen 5,8,256,intel,15.6,No,478.45
New,lenovo,i7,8,1000,other,15.6,No,961.93
New,lenovo,ryzen 5,8,256,intel,14.0,No,909.0
New,lenovo,ryzen 7,16,512,intel,15.6,No,1149.56
Refurbished,msi,i7,16,512,nvdia,15.6,No,1182.53
New,dell,i5,8,256,intel,14.0,No,717.0
Refurbished,msi,i7,16,512,intel,14.0,No,1099.0
Refurbished,acer,i7,16,1000,nvdia,16.0,No,1106.09
New,hp,i5,8,256,intel,15.6,No,876.0
Refurbished,lenovo,i7,16,512,intel,15.6,No,1036.62
New,hp,i7,8,512,intel,13.3,No,1415.61
New,microsoft,i7,8,512,intel,15.0,Yes,1251.19
Refurbished,msi,i9,32,2000,nvdia,17.0,Yes,3899.0
Refurbished,msi,i7,16,1000,nvdia,15.6,No,1749.0
New,asus,i3,8,256,intel,15.6,No,609.15
New,microsoft,i7,16,256,intel,15.0,Yes,2103.55
New,asus,i7,16,512,intel,15.6,No,1049.0
New,acer,i5,16,512,intel,15.6,No,670.67
Refurbished,hp,ryzen 5,8,512,intel,15.6,No,599.0
Refurbished,apple,i5,16,512,intel,13.3,No,1498.0
New,asus,other,4,32,intel,11.6,Yes,398.4
New,hp,ryzen 3,8,512,intel,15.6,No,479.0
Refurbished,other,i7,16,512,nvdia,15.6,No,1128.54
New,dell,i5,8,256,intel,13.3,No,1603.93
New,acer,i5,8,1000,other,15.6,No,853.86
New,lenovo,i7,16,512,intel,13.9,Yes,1978.43
Refurbished,lenovo,i5,8,256,intel,14.0,No,635.0
New,dell,i5,8,1000,other,15.6,No,876.33
New,lenovo,other,4,1000,intel,15.6,No,270.02520000000004
New,dell,i7,8,256,amd,15.6,No,1222.3680000000002
New,apple,M1,8,256,intel,13.3,No,1219.0
Refurbished,asus,i9,32,1000,nvdia,17.3,No,1861.34
New,acer,i5,16,512,intel,15.6,No,739.01
New,other,i7,16,512,intel,17.0,No,1799.0
Refurbished,msi,i7,16,1000,nvdia,14.0,No,1499.0
New,lenovo,ryzen 7,16,512,intel,15.6,No,729.0
New,lenovo,i5,8,512,intel,15.6,No,509.0
New,asus,i5,8,512,intel,15.6,No,502.0
New,hp,i7,8,256,other,15.6,No,1859.9489
New,hp,ryzen 3,8,256,intel,15.6,No,379.0
Refurbished,hp,i7,16,512,nvdia,16.0,No,3697.02
New,apple,M2,16,1000,intel,14.2,No,2729.01
New,dell,i3,8,256,amd,15.6,No,790.73
New,dell,i5,4,500,intel,14.0,No,807.85
Refurbished,msi,i9,64,2000,nvdia,17.3,No,4299.0
Refurbished,lenovo,i5,16,512,intel,14.0,No,635.0
Refurbished,msi,i7,16,1000,nvdia,17.3,No,937.48
New,asus,i7,8,1000,other,15.6,No,1250.8300000000002
New,msi,i7,8,128,other,15.6,No,1275.226
New,lenovo,other,4,128,intel,11.6,No,350.0
New,hp,i5,8,512,intel,13.3,No,1026.13
New,hp,other,8,128,intel,14.0,No,458.99
New,dell,i7,16,512,intel,13.3,No,1216.0
New,dell,i5,8,256,intel,15.6,No,915.78
New,lenovo,i7,8,512,intel,15.6,No,903.3
New,other,other,4,32,intel,14.0,No,278.2
New,dell,i7,8,128,amd,15.6,No,1038.863
Refurbished,hp,ryzen 7,16,1000,nvdia,15.6,No,1199.99
New,lenovo,other,6,256,amd,15.6,No,639.3999000000001
Refurbished,other,i3,8,512,intel,15.6,No,397.29
New,asus,i5,8,256,intel,15.6,No,989.0
Refurbished,hp,ryzen 7,16,512,nvdia,15.6,No,621.54
New,lenovo,i7,8,1000,other,15.6,No,961.93
Refurbished,other,i7,16,1000,nvdia,15.6,No,1699.0
New,acer,i7,8,512,intel,15.6,No,839.0
New,lenovo,i7,8,512,other,14.0,Yes,2193.9066000000003
New,asus,ryzen 7,16,1000,nvdia,15.6,No,1335.01
New,msi,i7,8,256,other,17.3,No,1443.43
New,hp,i3,4,128,intel,15.6,No,558.0
New,asus,i7,16,256,other,17.3,No,2514.5
New,dell,i7,16,512,intel,14.0,No,1433.0
Refurbished,msi,i7,32,1000,nvdia,14.0,No,840.84
New,other,other,8,512,intel,15.6,No,392.55
Refurbished,msi,i7,32,1000,nvdia,17.3,No,3699.0
New,dell,i5,8,256,intel,12.5,Yes,1786.9
Refurbished,msi,i7,16,512,nvdia,14.0,No,1399.0
Refurbished,msi,i7,16,1000,nvdia,15.6,No,1649.0
New,other,other,8,256,intel,14.1,No,399.0
New,apple,M2,8,256,intel,13.6,No,1519.0
New,asus,i7,8,256,other,15.6,No,1389.93
Refurbished,acer,i7,16,512,intel,15.6,No,586.54
Refurbished,dell,i5,8,256,intel,15.6,No,999.0
New,hp,other,8,512,intel,14.0,No,424.0
New,msi,i5,8,128,other,15.6,No,1198.3037000000002
New,hp,ryzen 5,4,256,amd,15.6,No,426.38430000000005
New,lenovo,i7,8,256,intel,12.5,Yes,1833.4343
New,hp,ryzen 5,8,512,nvdia,16.1,No,792.65
New,asus,i7,16,1000,other,17.3,No,1067.86
New,other,other,4,64,intel,14.1,No,201.05
New,msi,i9,32,1000,nvdia,16.0,No,2599.0
New,dell,i7,16,2000,amd,15.6,No,1059.2893
New,lenovo,other,2,64,intel,14.0,No,245.03
New,other,i7,16,1000,nvdia,15.6,No,2835.19
New,lenovo,ryzen 7,16,512,intel,14.0,No,1156.47
Refurbished,asus,i9,32,3000,nvdia,17.3,No,3499.01
New,dell,i7,8,256,other,15.6,Yes,2901.84
New,hp,i9,32,1000,nvdia,16.1,No,2399.01
Refurbished,lenovo,i7,8,256,intel,14.0,No,767.75
New,other,i7,16,1000,nvdia,15.6,No,2799.99
New,msi,ryzen 5,8,512,intel,15.6,No,720.25
Refurbished,acer,i7,32,1000,nvdia,16.0,No,1751.09
New,asus,i5,8,512,intel,15.6,No,527.0
New,dell,i5,8,128,intel,13.3,Yes,1710.93
Refurbished,msi,i7,16,1000,nvdia,17.3,No,1599.0
Refurbished,hp,i7,16,512,intel,15.6,No,1603.1
Refurbished,msi,i7,32,1000,nvdia,16.0,Yes,2699.0
New,other,i7,32,1000,other,17.3,Yes,6525.93
New,hp,i5,8,1000,intel,14.0,No,868.84
New,asus,i5,8,256,intel,14.0,No,1011.15
New,msi,i7,32,1000,nvdia,16.0,No,2102.18
Refurbished,msi,i7,32,1000,nvdia,17.3,No,2749.0
New,apple,M2,8,256,intel,13.6,No,1519.0
New,lenovo,i5,8,256,intel,13.3,Yes,1329.0
Refurbished,hp,ryzen 3,8,256,intel,15.6,No,449.0
Refurbished,asus,i7,16,1000,nvdia,15.6,No,830.39
Refurbished,hp,i7,16,512,intel,14.0,No,588.0
Refurbished,msi,i7,16,1000,nvdia,15.6,No,916.94
Refurbished,msi,i9,64,2000,nvdia,17.3,No,3599.0
Refurbished,acer,i7,32,1000,nvdia,17.3,No,1417.19
New,lenovo,ryzen 3,8,256,intel,15.6,No,511.49
New,asus,i5,16,512,intel,16.0,No,799.0
New,hp,i7,32,1000,nvdia,17.3,No,1799.0
Refurbished,apple,i5,8,256,intel,13.3,No,873.6
New,other,i7,32,500,nvdia,15.6,No,1549.0
Refurbished,lenovo,i5,8,256,intel,14.0,No,675.95
Refurbished,asus,i7,16,512,intel,13.9,Yes,1599.0
New,other,i5,8,512,nvdia,15.6,No,1029.0
New,asus,i5,8,512,intel,15.6,No,648.97
New,msi,i7,32,1000,nvdia,16.0,Yes,2499.0
Refurbished,msi,i7,32,1000,nvdia,15.6,No,1399.0
Refurbished,apple,i5,8,128,intel,13.3,No,906.5
Refurbished,asus,i7,16,512,intel,14.0,No,849.0
New,asus,i3,8,512,intel,15.6,No,499.0
New,asus,ryzen 5,4,1000,amd,15.6,No,431.21
New,hp,ryzen 7,12,512,intel,15.6,No,641.0
New,dell,i5,16,512,intel,13.3,No,1071.49
New,hp,i5,16,512,intel,14.0,No,920.82
New,microsoft,i7,32,2000,nvdia,14.4,Yes,3199.0
New,lenovo,ryzen 5,16,512,nvdia,15.6,No,879.0
New,lenovo,ryzen 5,16,512,intel,14.0,Yes,799.0
New,asus,i9,32,1000,nvdia,14.0,No,2499.0
Refurbished,other,i7,32,1000,nvdia,17.3,No,3399.99
Refurbished,lenovo,i7,16,512,intel,14.0,Yes,999.0
New,asus,i7,16,512,nvdia,15.6,No,1299.0
New,lenovo,i7,16,512,intel,15.6,No,930.24
Refurbished,lenovo,i5,8,256,intel,14.0,No,799.0
New,acer,i7,8,512,intel,15.6,No,706.2
Refurbished,asus,i7,32,1000,nvdia,17.3,No,1799.0
Refurbished,asus,ryzen 7,16,1000,nvdia,15.6,No,1799.0
New,acer,i7,32,1000,nvdia,16.0,No,2739.0
Refurbished,msi,i7,32,1000,nvdia,17.3,No,1721.09
New,hp,i7,16,512,nvdia,14.0,No,1729.01
New,lenovo,other,2,64,intel,14.0,No,245.03
New,other,i7,16,1000,intel,14.0,No,1162.0
New,hp,ryzen 7,16,512,nvdia,16.1,No,1149.0
New,lenovo,i5,4,1000,intel,15.6,No,499.69000000000005
New,hp,i7,8,256,other,17.3,No,1284.0
New,hp,ryzen 5,6,256,amd,15.6,No,694.4300000000001
New,dell,i5,8,256,intel,14.0,No,1626.0
Refurbished,asus,i9,32,1000,nvdia,17.3,No,1931.64
Refurbished,apple,i5,16,512,intel,13.3,No,884.99
Refurbished,msi,i7,32,1000,nvdia,15.6,No,1749.0
Refurbished,apple,M1,16,1000,intel,14.2,No,2500.01
New,hp,other,8,256,intel,15.6,No,384.27
New,asus,i7,8,256,intel,14.0,No,918.0
New,other,other,8,128,intel,14.1,No,385.0
New,lenovo,i5,8,256,intel,14.0,No,1439.15
New,lenovo,i5,16,512,intel,14.5,No,1529.0
New,hp,i7,32,1000,nvdia,17.3,No,2999.01
New,hp,i5,8,512,intel,15.6,No,614.99
New,dell,i5,8,256,other,15.6,No,1222.7425
New,dell,i5,8,128,amd,17.3,No,951.23
Refurbished,hp,i7,16,512,nvdia,16.1,No,641.14
New,asus,i9,32,1000,nvdia,17.3,No,1899.01
New,hp,i5,4,1000,intel,15.6,No,522.8983000000001
Refurbished,lenovo,i7,16,512,intel,15.6,No,866.86
Refurbished,msi,i7,16,1000,intel,15.6,No,1049.0
Refurbished,msi,i7,16,1000,nvdia,17.3,No,1979.0
Refurbished,msi,i5,16,512,intel,14.0,No,588.29
Refurbished,dell,i5,8,256,intel,14.0,No,448.99
New,hp,i7,16,512,intel,15.6,No,1057.0
New,lenovo,ryzen 5,8,512,intel,15.6,No,531.34
Refurbished,acer,i7,16,1000,nvdia,15.6,No,1098.29
New,dell,i5,8,256,nvdia,15.6,No,1518.0
New,lenovo,i5,4,1000,intel,15.6,No,499.69000000000005
New,asus,i5,8,1000,intel,15.6,No,801.4300000000001
New,microsoft,i5,16,256,intel,13.0,Yes,1778.0
New,other,other,8,256,intel,15.6,No,499.0
New,hp,i7,16,256,other,17.3,No,1475.53
New,acer,i7,8,512,intel,15.6,No,729.0
New,microsoft,i5,4,64,intel,12.4,Yes,686.88
New,asus,ryzen 7,8,512,intel,15.6,No,683.81
New,asus,i3,8,256,intel,15.6,No,391.6
New,lenovo,i5,8,256,intel,14.0,No,1122.43
Refurbished,asus,i7,16,1000,nvdia,15.6,No,880.19
New,asus,ryzen 5,16,256,intel,15.6,No,625.41
Refurbished,acer,i7,16,1000,nvdia,15.6,No,914.64
New,apple,M2,32,1000,intel,14.2,No,3399.0
New,other,i7,16,1000,nvdia,15.6,No,2299.0
New,hp,other,4,32,intel,11.6,No,458.0
New,lenovo,i7,8,256,intel,12.0,No,2012.0
New,asus,i7,16,512,intel,14.0,No,1259.01
New,apple,M2,32,1000,intel,16.2,No,3799.0
New,msi,i7,32,1000,nvdia,15.6,No,1999.0
New,hp,i5,8,1000,intel,15.6,No,749.0
Refurbished,msi,i7,32,1000,nvdia,14.0,Yes,1582.84
New,lenovo,i7,8,256,nvdia,14.0,No,1091.0
Refurbished,lenovo,ryzen 7,16,512,nvdia,15.6,No,1180.29
Refurbished,other,i7,32,512,nvdia,17.3,No,1478.39
Refurbished,msi,i9,32,2000,nvdia,17.0,Yes,3899.0
New,apple,M2,8,256,intel,15.3,No,1599.0
New,hp,i5,8,256,intel,15.6,No,2033.0
New,lenovo,i3,6,128,other,15.6,No,608.83
New,dell,i7,16,1000,intel,13.3,Yes,2411.78
New,dell,i3,4,1000,amd,15.6,No,457.96
New,hp,ryzen 3,8,128,intel,14.0,No,579.01
Refurbished,msi,i7,16,1000,nvdia,15.6,No,1699.0
New,hp,ryzen 7,16,1000,nvdia,16.1,No,1699.01
New,acer,i7,8,256,intel,13.3,Yes,844.2407000000001
New,asus,ryzen 5,16,512,intel,14.0,No,868.74
Refurbished,msi,i7,16,1000,nvdia,14.0,No,1278.99
New,acer,i3,8,256,intel,15.6,No,481.6
Refurbished,lenovo,i7,8,256,intel,14.0,No,1199.0
New,hp,i5,8,512,intel,14.0,Yes,1149.0
Refurbished,microsoft,i7,16,1000,intel,12.3,No,1776.79
New,hp,i7,8,512,intel,13.3,Yes,2183.8700000000003
New,other,i5,8,256,intel,13.0,No,1443.43
New,msi,i7,8,128,other,15.6,No,1282.93
Refurbished,lenovo,i7,16,256,nvdia,15.6,No,875.54
New,asus,i7,16,512,other,15.6,No,2121.81
Refurbished,msi,i7,16,1000,nvdia,15.6,No,921.04
New,lenovo,ryzen 5,16,512,nvdia,15.6,No,979.0
New,dell,i7,8,256,amd,13.0,No,1213.0
New,hp,i7,32,1000,nvdia,16.0,No,3777.49
New,asus,i7,16,512,intel,15.6,No,884.99
New,msi,i5,16,512,nvdia,15.6,No,1349.0
New,other,i5,16,500,intel,14.0,No,994.0
New,hp,i7,32,512,nvdia,16.1,No,1499.01
New,hp,ryzen 5,6,128,amd,15.6,No,695.5
New,lenovo,i7,16,1000,intel,14.0,Yes,1979.0
New,other,i7,32,1000,intel,15.0,No,1929.01
Refurbished,apple,i5,8,128,intel,13.3,No,331.75
New,hp,i7,8,256,other,15.6,No,1090.3193
New,hp,i7,16,512,intel,13.3,No,2192.4300000000003
New,msi,i7,16,512,intel,15.6,No,1214.16
New,lenovo,i7,16,128,other,17.3,No,2450.2893
Refurbished,other,i7,16,512,nvdia,15.6,No,1045.94
New,dell,i7,8,256,amd,13.3,No,997.1116
Refurbished,apple,i5,8,512,intel,12.0,No,684.65
Refurbished,acer,i7,16,512,nvdia,16.0,No,1899.0
New,hp,ryzen 3,8,256,intel,15.6,No,379.0
Refurbished,asus,i7,16,512,nvdia,15.6,No,1106.34
New,acer,i3,4,500,intel,15.6,No,439.556
New,dell,i7,16,256,other,15.6,No,1422.03
Refurbished,asus,ryzen 7,16,512,nvdia,15.6,No,766.09
New,acer,i7,16,512,nvdia,15.6,No,1779.0
New,other,ryzen 7,8,256,intel,15.6,No,478.99
New,asus,ryzen 5,8,512,intel,15.6,No,699.0
New,hp,i7,8,512,intel,15.6,No,1641.38
New,lenovo,ryzen 5,16,512,intel,15.6,No,689.01
New,hp,i7,8,256,other,14.0,No,1268.4101
New,hp,i7,8,256,intel,15.6,No,837.0
New,dell,i5,8,256,intel,14.0,No,1531.0
New,toshiba,i7,8,256,intel,13.3,No,1458.41
New,msi,i7,16,1000,intel,14.0,No,1149.0
New,lenovo,ryzen 7,16,512,intel,15.6,No,1129.0
New,hp,ryzen 5,8,512,intel,12.5,Yes,2154.98
New,acer,i5,16,256,nvdia,15.6,No,1650.0
New,acer,other,8,128,intel,17.3,No,499.0
New,lenovo,i5,8,256,intel,13.3,Yes,1496.93
New,lenovo,i5,8,256,intel,14.0,No,2285.0
New,dell,i5,16,512,intel,15.6,No,869.0
Refurbished,apple,i5,16,1000,intel,13.3,No,1491.33
New,lenovo,i5,8,256,intel,12.0,No,2236.0
New,asus,i7,16,256,other,17.3,No,1609.2800000000002
New,dell,i7,8,256,intel,13.0,No,2095.0
Refurbished,msi,i5,16,512,intel,14.0,No,799.0
New,lenovo,i7,16,1000,intel,14.0,Yes,3021.6800000000003
New,hp,i7,32,1000,intel,16.0,No,1735.35
New,asus,i7,16,256,other,15.6,No,2620.4300000000003
New,lenovo,i7,16,512,intel,15.6,No,1395.0
New,other,other,8,256,intel,15.6,No,299.0
Refurbished,acer,i7,16,512,nvdia,15.6,No,885.94
New,asus,i5,8,256,intel,13.3,Yes,992.96
