Status,Brand,CPU,RAM,Storage,GPU,Screen,Touch,Price
Refurbished,msi,i7,32,1000,nvdia,14.0,No,997.74
New,lenovo,ryzen 3,8,256,intel,15.6,No,499.0
New,lenovo,other,4,1000,intel,15.6,No,330.63
New,microsoft,i5,4,64,intel,12.4,Yes,686.88
New,lenovo,i7,32,1000,nvdia,17.3,No,3496.86
New,lenovo,i7,16,512,intel,15.6,No,1354.18
New,dell,i7,8,512,intel,13.3,Yes,2154.017
New,asus,i7,16,512,nvdia,16.0,Yes,2499.0
New,asus,i7,16,512,other,14.0,No,1599.65
New,asus,i7,8,128,other,15.6,No,1353.5500000000002
Refurbished,other,i7,16,1000,nvdia,17.3,No,2399.0
New,asus,other,8,128,intel,13.3,Yes,776.14
New,lenovo,ryzen 5,4,128,amd,15.6,No,426.93
New,lenovo,ryzen 5,8,512,intel,15.6,No,589.0
New,msi,i7,32,1000,nvdia,14.0,No,2549.01
Refurbished,apple,i9,16,1000,amd,16.0,No,1924.9
Refurbished,msi,i7,16,512,nvdia,15.6,No,1071.44
New,dell,ryzen 5,4,128,intel,11.6,Yes,645.21
Refurbished,apple,i5,8,512,intel,13.3,No,1020.01
New,asus,ryzen 7,16,512,nvdia,15.6,No,1139.01
Refurbished,hp,i5,8,256,intel,15.6,No,1074.06
New,hp,i7,16,256,other,15.6,No,2588.33
Refurbished,acer,other,8,64,intel,14.0,No,359.0
Refurbished,other,i7,16,1000,intel,16.0,Yes,1999.0
New,hp,i7,16,512,intel,17.3,No,1453.6
New,samsung,i7,16,256,intel,13.3,No,1764.43
New,lenovo,ryzen 5,4,500,amd,17.3,No,405.53
New,asus,i7,8,256,other,15.6,No,842.09
New,other,i7,32,500,nvdia,15.6,No,1949.9
Refurbished,lenovo,ryzen 5,8,256,intel,14.0,No,739.61
New,hp,i7,32,1000,nvdia,17.3,No,1699.01
New,hp,i5,8,128,other,17.3,No,1208.03
New,asus,i5,8,256,intel,13.3,No,1230.5
New,acer,i5,8,256,intel,14.0,No,983.33
New,toshiba,i5,8,256,intel,13.3,No,1701.3000000000002
New,acer,i7,16,512,nvdia,17.3,No,1539.0
New,msi,i7,32,1000,intel,14.0,No,1589.01
New,dell,i7,8,1000,other,15.6,No,1902.46
New,msi,i7,16,1000,nvdia,17.3,No,1927.84
New,toshiba,i3,8,256,intel,14.0,No,799.0
New,apple,i7,16,512,amd,15.4,No,2715.0715
New,dell,i7,16,512,other,15.6,No,1796.5300000000002
New,asus,ryzen 7,16,512,nvdia,15.6,No,1409.0
Refurbished,msi,i7,16,512,intel,13.3,No,867.53
Refurbished,asus,i7,16,512,nvdia,15.6,No,1067.29
New,lenovo,i7,6,256,other,15.6,No,889.1700000000001
Refurbished,lenovo,i7,16,512,intel,14.0,No,794.99
New,msi,i5,16,512,intel,14.0,No,1339.01
New,microsoft,i7,16,256,intel,15.0,Yes,2312.1
New,lenovo,other,8,64,intel,14.0,No,391.0
Refurbished,apple,i5,8,256,intel,13.3,No,759.2
Refurbished,apple,i5,8,128,intel,13.0,No,391.17
New,hp,i5,8,256,intel,13.3,Yes,1743.0300000000002
New,asus,i9,16,1000,nvdia,13.4,Yes,1999.0
Refurbished,lenovo,other,8,256,intel,15.6,No,445.79
New,msi,i7,16,1000,nvdia,17.3,No,2099.0
New,msi,i7,16,512,nvdia,15.6,No,1299.0
New,microsoft,i5,8,256,intel,13.0,Yes,1299.0
Refurbished,lenovo,i5,16,256,intel,14.0,No,575.0
New,lenovo,i5,16,256,intel,15.6,No,969.0
Refurbished,msi,i7,32,1000,nvdia,15.6,Yes,1320.09
New,other,i3,8,256,intel,15.6,No,734.64
Refurbished,msi,i7,16,1000,intel,14.0,No,644.39
New,lenovo,i5,8,512,intel,16.0,No,1274.37
New,lenovo,i5,4,256,intel,14.0,No,888.0
Refurbished,msi,i7,16,1000,nvdia,17.3,No,2199.0
New,asus,i7,8,256,intel,14.0,No,1170.5800000000002
New,acer,i5,4,500,intel,15.6,No,598.13
New,lenovo,other,4,128,intel,11.6,No,350.0
New,asus,ryzen 7,16,512,nvdia,15.6,No,1106.48
Refurbished,msi,i7,32,1000,nvdia,17.3,No,2243.18
Refurbished,other,i7,16,1000,nvdia,15.6,No,1183.28
Refurbished,hp,i7,32,1000,nvdia,17.3,No,1297.04
New,dell,i7,8,256,amd,15.6,No,946.0
New,asus,i5,8,1000,other,15.6,No,970.0834
New,acer,i7,16,1000,nvdia,14.0,No,1899.0
New,asus,ryzen 5,8,512,intel,13.3,No,780.0300000000001
New,hp,i5,8,256,intel,12.5,No,2027.65
New,microsoft,i7,16,256,intel,15.0,Yes,2103.55
New,lenovo,i5,8,256,intel,13.3,No,1027.2
New,lenovo,i7,32,1000,nvdia,16.0,No,2575.0
Refurbished,lenovo,i5,8,256,intel,15.6,No,846.56
Refurbished,msi,i7,16,512,intel,14.0,No,999.0
New,dell,i3,4,256,amd,15.6,No,616.0
New,hp,ryzen 5,8,512,intel,15.6,No,498.0
New,lenovo,i5,8,256,intel,12.0,No,1815.0
New,lenovo,other,4,32,intel,14.0,No,293.18
New,dell,i5,8,1000,intel,15.6,No,776.82
Refurbished,msi,i5,16,512,intel,14.0,No,799.0
New,lenovo,i7,32,1000,nvdia,16.0,No,2199.01
Refurbished,acer,i3,8,512,intel,15.6,No,340.24
New,dell,i5,8,1000,amd,15.6,No,838.88
Refurbished,apple,i5,8,256,intel,13.3,No,816.4
New,other,i7,16,512,intel,15.0,No,1699.0
New,lenovo,i7,16,1000,intel,13.3,Yes,1924.93
Refurbished,msi,i7,16,1000,intel,15.6,No,1049.0
New,dell,i5,8,256,intel,15.6,No,2450.71
Refurbished,asus,i9,16,1000,nvdia,14.0,No,1399.0
New,hp,i7,4,500,amd,15.6,No,737.23
New,lenovo,i5,8,256,amd,14.0,No,1194.1414
New,apple,M2,8,512,intel,13.6,No,1869.0
New,lenovo,i5,6,128,other,17.3,No,769.33
New,dell,i3,4,1000,amd,15.6,No,498.2134
Refurbished,lenovo,i5,8,256,intel,13.3,No,1008.37
New,hp,i7,16,256,intel,13.3,Yes,2113.25
Refurbished,other,i7,16,512,nvdia,15.6,No,704.24
New,dell,i7,16,512,nvdia,17.0,Yes,3936.0
New,hp,i7,16,1000,intel,13.5,No,1699.01
New,asus,i7,16,256,other,17.3,No,1702.37
New,lenovo,ryzen 3,8,256,intel,15.6,No,459.0
New,asus,i5,8,512,intel,15.6,No,648.97
New,hp,i7,16,256,intel,13.3,Yes,1496.93
New,hp,i7,16,512,intel,14.0,No,2484.11
Refurbished,other,i5,16,512,intel,14.0,No,799.0
New,msi,i9,64,2000,nvdia,16.0,Yes,3061.31
New,hp,i3,8,256,intel,15.6,No,831.12
Refurbished,asus,i7,16,512,intel,14.0,No,799.0
New,asus,ryzen 5,8,512,intel,13.3,No,780.0300000000001
New,lenovo,i7,16,512,other,15.6,No,1871.43
New,microsoft,i7,16,1000,intel,12.3,Yes,2842.5
Refurbished,msi,i7,16,1000,nvdia,17.3,No,2199.0
Refurbished,acer,i3,8,512,intel,14.0,No,334.24
New,hp,i5,8,256,intel,12.5,No,1282.93
New,lenovo,ryzen 5,8,512,intel,14.0,No,757.0
Refurbished,other,i7,16,512,nvdia,15.6,No,1110.94
Refurbished,msi,i7,16,512,nvdia,14.0,No,1349.0
New,dell,i5,8,256,intel,15.6,No,1195.1793
New,dell,i7,16,256,amd,15.6,No,1122.43
Refurbished,hp,i3,8,256,intel,15.6,No,334.54
Refurbished,msi,i7,32,1000,nvdia,15.6,No,3699.0
New,dell,i5,8,256,intel,15.6,No,1190.0
New,hp,i7,8,256,nvdia,13.0,No,1421.0
Refurbished,asus,i5,8,256,intel,14.0,No,569.0
New,dell,i7,8,256,intel,14.0,No,1899.25
Refurbished,lenovo,i5,16,256,intel,14.0,No,574.0
Refurbished,asus,other,4,128,intel,13.3,Yes,561.1
Refurbished,msi,i7,16,1000,nvdia,15.6,No,1749.0
Refurbished,hp,i5,8,256,intel,13.3,Yes,555.0
New,msi,i7,16,1000,nvdia,14.0,No,1731.99
New,hp,ryzen 5,4,1000,amd,15.6,No,523.23
New,hp,i5,8,256,intel,14.0,No,1202.68
New,other,other,6,128,intel,14.1,No,431.38
New,other,ryzen 5,8,500,intel,15.6,No,559.0
Refurbished,apple,i5,8,256,intel,13.0,No,815.75
New,dell,i7,8,256,intel,13.3,No,1475.53
Refurbished,apple,i5,8,256,intel,13.3,No,1155.01
Refurbished,apple,M1,32,1000,intel,14.2,No,2500.01
New,hp,other,8,512,intel,15.6,No,406.0
New,hp,i5,8,256,intel,13.3,No,1229.43
New,asus,i7,16,256,other,17.3,No,1924.93
New,other,other,8,256,intel,13.0,No,436.56
New,hp,i7,16,512,nvdia,17.3,No,1300.0
New,asus,i7,16,512,intel,14.0,No,2033.0
New,hp,i5,4,500,intel,15.6,No,793.94
New,acer,i7,16,512,nvdia,14.0,No,1739.0
New,lenovo,i7,16,256,other,15.6,No,1208.03
New,lenovo,i7,16,512,intel,12.5,Yes,1765.5
New,dell,i3,4,128,amd,15.6,No,533.9300000000001
New,apple,M2,8,256,intel,15.3,No,1599.0
New,asus,i5,16,512,intel,14.0,Yes,1703.0
Refurbished,lenovo,i7,16,512,intel,15.6,No,973.89
New,lenovo,other,4,128,intel,14.0,No,461.0
New,asus,i5,8,256,other,15.6,No,1045.39
New,samsung,i7,16,512,intel,16.0,Yes,2089.0
Refurbished,asus,i5,16,512,nvdia,15.6,No,1099.0
Refurbished,apple,other,8,256,intel,12.0,No,614.08
New,microsoft,i5,8,128,intel,13.0,Yes,1582.0
New,asus,i7,8,256,nvdia,15.6,No,1420.0
Refurbished,other,i5,8,0,intel,14.0,No,368.7
New,dell,i5,8,256,intel,15.6,No,850.6500000000001
New,microsoft,i5,8,256,intel,13.0,Yes,1394.98
New,asus,other,8,32,intel,15.6,No,466.0
New,msi,i5,8,128,other,15.6,No,1198.3037000000002
New,lenovo,i3,4,128,intel,15.6,No,533.9300000000001
Refurbished,msi,i7,16,512,nvdia,15.6,No,885.84
New,dell,i7,16,256,intel,12.5,No,1989.13
New,msi,i5,8,256,nvdia,15.6,No,1306.0
New,acer,i7,16,128,other,17.3,No,2070.4500000000003
New,hp,i7,8,256,amd,15.6,No,1387.7793
New,hp,i7,16,512,intel,15.6,No,999.0
New,asus,i7,16,256,other,17.3,No,2588.33
New,acer,i5,8,256,other,17.3,No,913.78
Refurbished,other,i7,16,512,nvdia,15.6,No,966.14
Refurbished,microsoft,i7,16,256,intel,12.3,No,1094.03
New,msi,i7,16,256,other,17.3,No,2192.3230000000003
New,msi,i7,16,256,other,17.3,No,2620.4300000000003
Refurbished,msi,ryzen 5,8,512,intel,15.6,No,444.19
New,acer,i5,4,256,intel,15.0,No,866.0
New,hp,ryzen 7,16,512,nvdia,16.1,No,1299.01
Refurbished,lenovo,i7,16,512,nvdia,15.6,No,899.0
New,lenovo,i5,8,512,intel,15.6,No,506.61
New,hp,i5,4,256,intel,14.0,No,1041.11
New,msi,i7,16,1000,nvdia,15.6,No,1230.27
New,asus,i5,8,512,intel,13.3,No,819.0
Refurbished,lenovo,i7,16,512,nvdia,15.6,No,1475.51
Refurbished,hp,i5,8,256,intel,13.3,No,413.0
New,msi,i7,16,512,intel,14.0,No,999.0
Refurbished,hp,i5,8,256,intel,13.3,No,749.99
New,hp,i7,8,256,intel,12.5,No,2457.7365
New,lenovo,i5,8,256,nvdia,15.0,No,1053.0
New,dell,i7,16,128,other,15.6,No,1443.43
New,asus,other,4,1000,intel,15.6,No,426.9193
New,msi,i7,16,1000,nvdia,16.0,No,1749.0
New,dell,i7,8,256,intel,13.3,Yes,1496.93
New,lenovo,i5,8,256,intel,15.0,No,1157.0
Refurbished,msi,i7,32,1000,nvdia,15.6,No,1322.09
New,asus,i5,8,512,intel,14.0,No,719.01
New,hp,i3,4,256,amd,17.0,No,888.0
New,msi,i7,16,1000,nvdia,15.6,No,1199.0
New,hp,i7,8,256,intel,14.0,No,1905.0
New,dell,i7,16,512,intel,13.3,Yes,1999.83
New,lenovo,ryzen 5,8,512,nvdia,15.6,No,996.21
Refurbished,lenovo,i5,16,512,intel,13.3,Yes,1151.84
Refurbished,asus,i9,16,1000,intel,15.6,No,1248.59
New,dell,i5,8,128,amd,17.3,No,1160.95
Refurbished,msi,i7,32,1000,intel,13.4,Yes,1699.0
New,hp,i5,8,256,intel,13.3,No,1027.2
New,hp,other,8,256,intel,15.6,No,402.22
New,lenovo,ryzen 7,8,512,intel,15.6,No,589.0
New,other,other,4,64,intel,14.1,No,201.05
New,asus,ryzen 7,16,512,intel,14.0,No,1056.0
New,hp,i3,4,500,intel,15.6,No,732.95
New,hp,other,8,512,intel,14.0,No,424.0
New,hp,i5,8,1000,other,15.6,No,905.755
New,hp,ryzen 5,16,512,intel,15.6,No,873.29
New,lenovo,i3,4,128,intel,15.6,No,394.83
New,other,i7,16,500,nvdia,15.6,No,2312.71
New,apple,M2,16,1000,intel,14.2,No,2749.0
Refurbished,apple,i5,8,256,intel,13.3,No,759.2
Refurbished,dell,i5,8,256,intel,14.0,No,489.0
New,dell,i5,8,256,intel,14.0,No,1561.0
Refurbished,hp,i5,16,512,intel,14.0,No,2025.96
Refurbished,msi,i7,32,1000,nvdia,15.6,No,1746.33
New,dell,i7,16,128,other,17.3,No,2680.3714
New,asus,i7,8,1000,other,17.3,No,1270.09
Refurbished,lenovo,i7,16,512,intel,14.0,No,794.99
New,lenovo,i5,8,1000,amd,15.6,No,843.6843
New,other,i3,8,256,intel,14.0,No,429.0
Refurbished,acer,i7,16,1000,nvdia,17.3,No,1498.14
Refurbished,other,i7,16,1000,nvdia,15.6,No,1599.0
New,lenovo,i5,4,500,intel,15.6,No,425.86
Refurbished,apple,i5,8,256,intel,13.3,No,764.67
New,hp,ryzen 5,16,512,intel,15.6,No,671.01
New,asus,i7,16,512,intel,13.3,No,1089.0
Refurbished,hp,i5,8,256,intel,15.6,No,520.0
Refurbished,other,i7,16,1000,nvdia,15.6,No,1699.0
New,toshiba,i5,8,256,intel,15.0,No,1198.0
New,dell,i7,16,256,other,15.6,No,1422.03
New,lenovo,i5,8,256,intel,15.6,No,587.4300000000001
New,msi,i7,16,1000,nvdia,16.0,No,1499.0
New,msi,i7,32,1000,nvdia,16.0,No,1699.01
New,asus,other,2,32,intel,11.6,Yes,294.25
New,msi,i7,32,1000,nvdia,16.0,No,2459.01
Refurbished,lenovo,i7,16,512,nvdia,15.6,No,899.0
New,msi,i7,16,128,other,17.3,No,2352.9300000000003
New,hp,other,4,500,intel,15.6,No,277.13
Refurbished,asus,ryzen 7,32,1000,nvdia,15.6,No,1397.54
Refurbished,hp,i5,8,256,intel,13.3,Yes,866.0
New,dell,i5,8,256,nvdia,14.0,No,1383.0
New,hp,i3,4,500,intel,15.6,No,715.2736000000001
Refurbished,apple,i5,16,512,intel,13.3,No,1302.54
New,hp,i5,4,256,intel,14.0,No,1176.9893000000002
New,hp,i5,4,128,intel,12.5,No,1710.93
New,lenovo,i5,16,512,intel,14.0,No,1253.5
New,asus,i9,32,1000,nvdia,16.0,No,3699.01
New,acer,i3,4,1000,intel,15.6,No,410.88
New,other,i7,16,500,nvdia,15.6,No,1849.9
Refurbished,asus,i3,8,256,intel,15.6,No,363.83
Refurbished,hp,i5,8,512,intel,14.0,No,1474.28
New,apple,ryzen 5,8,256,intel,12.0,No,1244.41
New,lenovo,ryzen 3,8,256,intel,15.6,No,745.0
New,asus,i7,16,512,intel,15.6,No,883.19
New,dell,i5,8,256,intel,13.3,Yes,1970.7795
New,dell,i7,8,128,amd,15.6,No,1047.53
Refurbished,acer,other,8,128,intel,14.0,Yes,449.0
Refurbished,asus,i7,16,1000,nvdia,15.6,No,856.24
New,dell,i7,16,256,amd,17.3,No,1389.93
New,other,i7,16,512,intel,15.0,No,2175.83
Refurbished,asus,ryzen 7,16,1000,nvdia,17.3,No,1270.23
New,asus,other,8,64,intel,14.0,No,399.01
New,dell,i5,8,500,intel,15.6,No,1079.1164
New,dell,i5,8,256,intel,15.6,No,1172.8912000000005
New,lenovo,other,4,128,intel,15.6,No,289.5634
New,apple,M2,16,512,intel,14.2,No,2209.0
New,dell,i7,8,256,amd,15.6,No,833.3909000000001
New,hp,i5,8,1000,other,17.3,No,958.72
New,hp,i5,8,256,intel,15.6,No,640.9193
Refurbished,msi,i7,16,1000,nvdia,14.0,No,1124.79
New,dell,i5,8,1000,amd,15.6,No,709.4100000000001
New,dell,i7,8,256,intel,13.3,No,2006.0
New,asus,other,8,64,intel,14.0,No,399.01
New,msi,i5,8,512,intel,15.6,No,599.0
Refurbished,apple,other,8,256,intel,12.0,No,553.58
New,hp,i7,8,512,intel,13.3,No,1415.61
New,lenovo,i7,8,256,intel,15.0,No,1394.0
New,msi,i7,32,1000,nvdia,16.0,No,1999.0
New,other,i5,16,500,nvdia,15.6,No,1549.9
New,hp,i7,8,256,intel,14.0,No,1605.0
New,dell,i5,12,1000,other,17.3,Yes,1068.93
New,asus,i7,8,1000,other,15.6,No,1250.8300000000002
New,dell,i7,8,128,other,15.6,No,1240.13
New,other,i7,8,256,intel,14.0,No,765.75
New,hp,i7,16,512,intel,15.6,No,789.0
New,lenovo,other,4,500,intel,15.6,No,340.26000000000005
New,hp,ryzen 5,4,500,amd,15.6,No,426.93
New,dell,i5,8,256,amd,15.6,No,845.0966999999999
New,lenovo,i5,16,512,intel,13.3,No,1162.82
Refurbished,lenovo,i7,16,1000,nvdia,16.0,No,2326.78
New,microsoft,i5,8,512,intel,13.5,Yes,1668.0
Refurbished,other,i7,16,1000,nvdia,15.6,No,1699.0
Refurbished,apple,i5,8,512,intel,13.3,No,1063.34
New,lenovo,other,4,1000,intel,15.6,No,344.52930000000003
New,dell,i7,16,512,intel,15.6,Yes,1374.95
New,dell,i5,4,500,intel,15.6,No,560.2841000000001
New,msi,i7,32,1000,nvdia,16.0,No,2459.01
New,microsoft,i5,8,256,intel,13.0,Yes,1299.0
Refurbished,apple,M1,16,1000,intel,14.2,No,2749.0
Refurbished,asus,i5,16,512,intel,15.6,No,699.0
New,dell,i3,4,500,intel,13.3,No,908.43
New,asus,ryzen 7,16,512,intel,14.0,No,1199.0
New,acer,i5,16,512,intel,14.0,No,925.0
New,asus,i7,16,256,other,17.3,No,2588.33
Refurbished,apple,i5,8,256,intel,13.3,No,764.67
Refurbished,msi,i7,32,1000,nvdia,15.6,Yes,1414.04
New,hp,i7,8,256,intel,14.0,No,2352.0633000000003
New,other,i5,8,256,intel,15.6,No,519.0
New,asus,i7,8,256,intel,14.0,No,1427.38
New,msi,i7,32,1000,nvdia,16.0,No,2059.76
New,asus,i7,8,256,intel,15.6,No,1309.68
Refurbished,acer,other,8,128,intel,14.0,Yes,449.0
New,hp,i7,16,512,intel,15.6,No,959.93
New,lenovo,i7,16,1000,other,15.6,No,3529.9300000000003
Refurbished,other,i5,8,512,intel,15.6,No,959.0
Refurbished,hp,i5,8,512,intel,15.6,No,555.49
New,other,ryzen 5,4,64,intel,15.6,No,262.13930000000005
New,hp,i5,4,500,intel,15.6,No,1282.93
New,lenovo,i5,4,128,intel,14.0,Yes,891.3207
New,asus,i7,16,512,intel,14.0,No,1449.5
Refurbished,samsung,i7,16,512,intel,15.6,Yes,1699.0
New,lenovo,ryzen 7,16,512,intel,15.6,No,829.0
New,acer,i5,4,256,intel,15.6,No,729.74
New,acer,i7,16,512,nvdia,14.0,Yes,2461.21
New,other,i7,16,500,intel,14.0,No,1123.0
New,hp,ryzen 5,8,512,nvdia,16.1,No,812.52
New,hp,i3,8,1000,intel,17.3,No,582.2405
Refurbished,asus,ryzen 7,16,512,intel,14.0,No,849.0
Refurbished,msi,i9,16,1000,nvdia,15.6,No,1699.0
New,asus,i5,8,256,other,17.3,No,953.37
New,lenovo,i7,16,512,intel,14.0,No,1625.28
Refurbished,asus,i9,16,1000,nvdia,13.4,Yes,3999.0
New,hp,i3,8,256,intel,15.6,No,417.99
Refurbished,asus,i5,8,512,intel,15.6,No,659.0
New,apple,M2,8,512,intel,13.3,No,1849.0
New,asus,other,4,64,intel,11.6,No,363.8
Refurbished,apple,M1,16,1000,intel,16.2,No,2950.0
Refurbished,msi,i7,32,1000,nvdia,15.6,No,3799.0
Refurbished,msi,i7,32,1000,nvdia,15.6,No,1746.33
New,other,i9,16,1000,nvdia,17.3,No,3899.99
Refurbished,asus,i7,16,1000,nvdia,15.6,No,880.19
Refurbished,lenovo,ryzen 5,8,512,intel,15.6,No,713.83
New,microsoft,i7,8,256,intel,13.5,Yes,1998.5995
Refurbished,acer,i3,8,256,intel,15.6,No,569.0
Refurbished,asus,i9,32,1000,nvdia,17.3,No,2353.24
New,other,i7,8,256,intel,15.6,No,699.0
New,lenovo,i5,16,512,nvdia,15.6,No,1205.99
New,other,ryzen 5,8,256,intel,15.6,No,663.9
New,msi,i7,32,1000,nvdia,17.3,No,2949.0
New,hp,i7,16,512,intel,13.3,No,2192.4300000000003
Refurbished,msi,i7,32,1000,nvdia,15.6,No,1659.24
Refurbished,hp,i7,16,512,intel,13.3,No,1420.98
Refurbished,acer,i3,8,256,intel,15.6,No,316.94
New,dell,i7,16,256,other,15.6,No,1582.5300000000002
Refurbished,msi,i7,16,1000,nvdia,17.3,No,1979.0
New,asus,other,4,1000,intel,15.6,No,368.08
New,hp,i5,16,512,intel,14.0,No,920.82
New,dell,i7,8,128,other,15.6,No,1134.7243
New,other,i5,8,512,intel,15.6,No,670.85
New,dell,i7,16,512,other,17.3,No,2951.06
New,hp,i5,4,256,intel,14.0,No,1176.9893000000002
New,asus,i3,4,1000,intel,15.6,No,416.23
Refurbished,msi,i7,16,1000,nvdia,14.0,No,1278.99
New,samsung,i5,16,512,intel,13.3,Yes,1489.0
New,microsoft,i5,8,256,intel,13.0,Yes,1299.0
New,lenovo,i7,16,512,intel,14.0,No,1357.0
New,hp,i7,16,512,nvdia,16.1,No,1192.98
New,dell,i5,4,1000,amd,15.6,No,732.9393
New,dell,i5,8,256,intel,13.3,Yes,1999.83
New,asus,i7,8,128,other,17.3,No,951.23
New,hp,i3,8,256,intel,15.6,No,416.87
New,msi,i7,8,256,other,17.3,No,1282.93
New,msi,i7,32,1000,nvdia,16.0,Yes,4399.0
New,lenovo,ryzen 5,16,512,nvdia,15.6,No,879.0
New,lenovo,i7,16,256,other,15.6,No,1603.93
New,dell,i7,8,128,amd,17.3,No,1221.94
New,dell,i7,16,512,other,17.3,Yes,1924.93
New,microsoft,ryzen 5,8,256,intel,13.5,Yes,1129.0
New,asus,i5,8,512,other,13.3,No,1097.8200000000002
New,msi,i5,16,512,intel,14.0,No,1029.99
New,hp,ryzen 5,8,512,intel,15.6,No,507.53
New,hp,i7,16,1000,nvdia,16.1,No,1887.39
New,hp,i7,16,1000,nvdia,16.1,No,1699.01
New,dell,i7,8,256,amd,13.0,No,1184.0
Refurbished,msi,i7,16,1000,nvdia,15.6,No,1043.94
New,hp,i5,8,256,intel,14.0,No,869.14
New,hp,other,2,32,intel,14.0,No,266.43
New,lenovo,i3,8,256,intel,15.6,No,345.0
Refurbished,msi,i7,16,1000,nvdia,17.3,No,1749.0
New,hp,i5,8,512,intel,15.6,No,882.01
Refurbished,asus,i9,64,1000,nvdia,17.3,No,2871.29
New,asus,i5,8,256,other,15.6,No,822.83
New,msi,i7,16,1000,nvdia,15.6,No,1399.0
New,other,i5,8,256,intel,15.6,No,519.0
Refurbished,msi,i9,64,2000,nvdia,16.0,Yes,3699.0
New,dell,i3,4,128,intel,13.3,No,737.23
New,hp,other,8,512,intel,15.6,No,517.01
Refurbished,microsoft,i5,16,256,intel,12.3,No,1111.35
New,msi,i7,16,256,other,15.6,No,1389.93
New,dell,i7,16,256,other,15.6,No,1603.93
New,msi,i7,16,1000,nvdia,15.6,No,1799.0
New,other,i7,16,1000,nvdia,15.6,No,2800.0
Refurbished,hp,i5,8,256,intel,14.0,No,210.14
Refurbished,asus,ryzen 7,16,512,intel,14.0,No,609.04
Refurbished,other,i7,16,512,nvdia,15.6,No,1333.69
New,hp,i5,8,256,intel,15.6,No,776.32
New,hp,ryzen 5,8,128,amd,15.6,No,477.113
Refurbished,apple,i7,16,512,intel,15.0,No,987.15
Refurbished,lenovo,i5,8,256,intel,14.0,No,396.03
Refurbished,msi,i7,32,1000,nvdia,15.6,No,2256.03
Refurbished,msi,i7,16,1000,nvdia,17.3,No,2299.0
New,other,other,8,128,intel,14.1,No,309.91
New,acer,i5,8,256,intel,15.6,No,725.0
New,hp,i5,4,128,intel,14.0,No,1353.5500000000002
New,hp,i5,8,512,intel,15.6,No,494.81
New,lenovo,other,6,256,amd,15.6,No,587.4300000000001
Refurbished,asus,i9,32,2000,nvdia,16.0,No,3999.0
Refurbished,lenovo,i5,8,256,intel,14.0,No,635.0
New,dell,i5,8,256,intel,15.6,Yes,1068.93
New,dell,i5,8,256,nvdia,14.0,No,1498.0
Refurbished,apple,i5,8,512,intel,13.3,No,895.0
New,hp,i5,8,256,other,17.3,No,1155.6
New,hp,i3,4,256,amd,17.3,No,747.9300000000001
New,dell,i7,8,128,amd,17.3,No,1160.95
Refurbished,asus,i9,16,1000,nvdia,15.6,No,1299.0
Refurbished,asus,i5,16,512,intel,13.3,Yes,678.39
New,lenovo,ryzen 3,8,256,intel,15.6,No,399.0
Refurbished,apple,i9,16,1000,amd,16.0,No,1924.9
New,lenovo,ryzen 7,16,512,nvdia,16.0,No,2787.22
New,lenovo,other,12,2000,amd,15.6,No,961.93
New,dell,i7,16,512,intel,15.6,No,889.0
New,asus,i7,8,512,intel,15.6,No,849.0
Refurbished,asus,i7,8,512,intel,15.6,No,699.0
New,lenovo,i3,8,512,intel,15.6,No,419.0
New,asus,i5,8,512,intel,14.0,No,719.01
Refurbished,apple,i7,16,512,amd,16.0,No,1093.69
New,lenovo,other,4,16,intel,11.6,No,283.55
New,dell,i5,8,256,other,15.6,No,1278.65
Refurbished,hp,i5,8,256,intel,13.3,No,1678.02
New,hp,i5,16,512,intel,14.0,No,2426.81
New,toshiba,i5,8,128,intel,15.6,No,848.5100000000001
New,hp,ryzen 5,8,512,intel,15.6,No,498.0
Refurbished,hp,i5,8,256,intel,14.0,No,210.14
Refurbished,msi,i7,16,1000,nvdia,17.3,No,1334.69
Refurbished,msi,i7,16,1000,nvdia,17.3,No,1899.0
New,dell,i7,8,256,amd,15.6,No,1105.0
Refurbished,other,i7,32,1000,nvdia,15.6,No,3299.99
New,lenovo,i3,4,128,intel,13.3,No,587.4300000000001
New,lenovo,i5,8,256,intel,14.0,No,959.0
Refurbished,asus,i5,8,256,intel,14.0,No,549.0
New,asus,i7,8,512,intel,15.6,No,568.19
New,hp,i5,4,500,intel,12.5,No,1689.5300000000002
Refurbished,asus,i7,16,512,intel,14.0,No,849.0
New,lenovo,i5,4,500,intel,14.0,No,839.95
New,msi,i7,16,256,other,17.3,No,1710.93
New,hp,other,4,500,intel,15.6,No,371.29
Refurbished,dell,i5,8,240,intel,14.0,No,499.0
New,msi,i7,16,1000,nvdia,17.3,No,1496.56
New,hp,i3,4,256,amd,17.3,No,747.9300000000001
Refurbished,asus,ryzen 7,16,512,intel,14.0,No,799.0
New,asus,i9,16,1000,nvdia,15.6,No,2017.87
New,lenovo,ryzen 5,4,64,intel,10.1,Yes,691.5089
New,asus,i7,24,256,other,17.3,Yes,1357.8300000000002
New,toshiba,i5,4,500,intel,15.6,No,644.14
New,hp,i5,8,512,intel,13.3,No,1049.99
New,hp,i3,8,256,intel,15.6,No,432.26
New,hp,i5,8,256,intel,14.0,No,1356.76
Refurbished,other,i7,16,1000,nvdia,15.6,No,1183.28
New,hp,other,4,128,intel,15.6,No,395.4
New,acer,i7,8,512,intel,15.6,No,729.0
New,toshiba,i5,8,500,intel,15.6,No,920.2
