Status,CPU,RAM,Storage,GPU,Screen,Price,apple,asus,dell,hp,lenovo,microsoft,msi,other,samsung,toshiba
0,3,3,3,1.0,16.1,1299.01,0,0,0,1,0,0,0,0,0,0
1,3,3,3,2.0,15.6,899.0,0,0,0,0,1,0,0,0,0,0
0,2,2,3,1.0,15.6,506.61,0,0,0,0,1,0,0,0,0,0
0,2,1,3,1.0,14.0,1041.11,0,0,0,1,0,0,0,0,0,0
0,3,3,4,1.0,15.6,1230.27,0,0,0,0,0,0,1,0,0,0
0,2,2,3,1.0,13.3,819.0,0,1,0,0,0,0,0,0,0,0
1,3,3,3,2.0,15.6,1475.51,0,0,0,0,1,0,0,0,0,0
1,2,2,3,0.0,13.3,413.0,0,0,0,1,0,0,0,0,0,0
0,3,3,3,1.0,14.0,999.0,0,0,0,0,0,0,1,0,0,0
1,2,2,3,2.0,13.3,749.99,0,0,0,1,0,0,0,0,0,0
0,3,2,3,1.0,12.5,2457.7365,0,0,0,1,0,0,0,0,0,0
0,2,2,3,1.0,15.0,1053.0,0,0,0,0,1,0,0,0,0,0
0,3,3,2,2.0,15.6,1443.43,0,0,1,0,0,0,0,0,0,0
0,0,1,4,1.0,15.6,426.9193,0,1,0,0,0,0,0,0,0,0
0,3,3,4,3.0,16.0,1749.0,0,0,0,0,0,0,1,0,0,0
0,3,2,3,2.0,13.3,1496.93,0,0,1,0,0,0,0,0,0,0
0,2,2,3,1.0,15.0,1157.0,0,0,0,0,1,0,0,0,0,0
1,3,4,4,1.0,15.6,1322.09,0,0,0,0,0,0,1,0,0,0
0,2,2,3,2.0,14.0,719.01,0,1,0,0,0,0,0,0,0,0
0,1,1,3,1.0,17.0,888.0,0,0,0,1,0,0,0,0,0,0
0,3,3,4,1.0,15.6,1199.0,0,0,0,0,0,0,1,0,0,0
0,3,2,3,3.0,14.0,1905.0,0,0,0,1,0,0,0,0,0,0
0,3,3,3,1.0,13.3,1999.83,0,0,1,0,0,0,0,0,0,0
0,2,2,3,1.0,15.6,996.21,0,0,0,0,1,0,0,0,0,0
1,2,3,3,1.0,13.3,1151.84,0,0,0,0,1,0,0,0,0,0
1,5,3,4,1.0,15.6,1248.59,0,1,0,0,0,0,0,0,0,0
0,2,2,2,1.0,17.3,1160.95,0,0,1,0,0,0,0,0,0,0
1,3,4,4,1.0,13.4,1699.0,0,0,0,0,0,0,1,0,0,0
0,2,2,3,1.0,13.3,1027.2,0,0,0,1,0,0,0,0,0,0
0,0,2,3,1.0,15.6,402.22,0,0,0,1,0,0,0,0,0,0
0,3,2,3,0.0,15.6,589.0,0,0,0,0,1,0,0,0,0,0
0,0,1,1,1.0,14.1,201.05,0,0,0,0,0,0,0,1,0,0
0,3,3,3,1.0,14.0,1056.0,0,1,0,0,0,0,0,0,0,0
0,1,1,3,2.0,15.6,732.95,0,0,0,1,0,0,0,0,0,0
0,0,2,3,1.0,14.0,424.0,0,0,0,1,0,0,0,0,0,0
0,2,2,4,1.0,15.6,905.755,0,0,0,1,0,0,0,0,0,0
0,2,3,3,1.0,15.6,873.29,0,0,0,1,0,0,0,0,0,0
0,1,1,2,1.0,15.6,394.83,0,0,0,0,1,0,0,0,0,0
0,3,3,3,1.0,15.6,2312.71,0,0,0,0,0,0,0,1,0,0
0,4,3,4,2.0,14.2,2749.0,1,0,0,0,0,0,0,0,0,0
1,2,2,3,0.0,13.3,759.2,1,0,0,0,0,0,0,0,0,0
1,2,2,3,0.0,14.0,489.0,0,0,1,0,0,0,0,0,0,0
0,2,2,3,1.0,14.0,1561.0,0,0,1,0,0,0,0,0,0,0
1,2,3,3,3.0,14.0,2025.96,0,0,0,1,0,0,0,0,0,0
1,3,4,4,1.0,15.6,1746.33,0,0,0,0,0,0,1,0,0,0
0,3,3,2,2.0,17.3,2680.3714,0,0,1,0,0,0,0,0,0,0
0,3,2,4,2.0,17.3,1270.09,0,1,0,0,0,0,0,0,0,0
1,3,3,3,1.0,14.0,794.99,0,0,0,0,1,0,0,0,0,0
0,2,2,4,1.0,15.6,843.6843,0,0,0,0,1,0,0,0,0,0
0,1,2,3,1.0,14.0,429.0,0,0,0,0,0,0,0,1,0,0
1,3,3,4,1.0,17.3,1498.14,0,0,0,0,0,0,0,0,0,0
1,3,3,4,1.0,15.6,1599.0,0,0,0,0,0,0,0,1,0,0
0,2,1,3,2.0,15.6,425.86,0,0,0,0,1,0,0,0,0,0
1,2,2,3,1.0,13.3,764.67,1,0,0,0,0,0,0,0,0,0
0,2,3,3,0.0,15.6,671.01,0,0,0,1,0,0,0,0,0,0
0,3,3,3,1.0,13.3,1089.0,0,1,0,0,0,0,0,0,0,0
1,2,2,3,2.0,15.6,520.0,0,0,0,1,0,0,0,0,0,0
1,3,3,4,2.0,15.6,1699.0,0,0,0,0,0,0,0,1,0,0
0,2,2,3,1.0,15.0,1198.0,0,0,0,0,0,0,0,0,0,1
0,3,3,3,2.0,15.6,1422.03,0,0,1,0,0,0,0,0,0,0
0,2,2,3,2.0,15.6,587.4300000000001,0,0,0,0,1,0,0,0,0,0
0,3,3,4,0.0,16.0,1499.0,0,0,0,0,0,0,1,0,0,0
0,3,4,4,1.0,16.0,1699.01,0,0,0,0,0,0,1,0,0,0
0,0,1,1,2.0,11.6,294.25,0,1,0,0,0,0,0,0,0,0
0,3,4,4,1.0,16.0,2459.01,0,0,0,0,0,0,1,0,0,0
1,3,3,3,2.0,15.6,899.0,0,0,0,0,1,0,0,0,0,0
0,3,3,2,1.0,17.3,2352.9300000000003,0,0,0,0,0,0,1,0,0,0
0,0,1,3,1.0,15.6,277.13,0,0,0,1,0,0,0,0,0,0
1,3,4,4,1.0,15.6,1397.54,0,1,0,0,0,0,0,0,0,0
1,2,2,3,1.0,13.3,866.0,0,0,0,1,0,0,0,0,0,0
0,2,2,3,1.0,14.0,1383.0,0,0,1,0,0,0,0,0,0,0
0,1,1,3,2.0,15.6,715.2736000000001,0,0,0,1,0,0,0,0,0,0
1,2,3,3,1.0,13.3,1302.54,1,0,0,0,0,0,0,0,0,0
0,2,1,3,2.0,14.0,1176.9893000000002,0,0,0,1,0,0,0,0,0,0
0,2,1,2,1.0,12.5,1710.93,0,0,0,1,0,0,0,0,0,0
0,2,3,3,1.0,14.0,1253.5,0,0,0,0,1,0,0,0,0,0
0,5,4,4,1.0,16.0,3699.01,0,1,0,0,0,0,0,0,0,0
0,1,1,4,1.0,15.6,410.88,0,0,0,0,0,0,0,0,0,0
0,3,3,3,1.0,15.6,1849.9,0,0,0,0,0,0,0,1,0,0
1,1,2,3,1.0,15.6,363.83,0,1,0,0,0,0,0,0,0,0
1,2,2,3,3.0,14.0,1474.28,0,0,0,1,0,0,0,0,0,0
0,2,2,3,1.0,12.0,1244.41,1,0,0,0,0,0,0,0,0,0
0,1,2,3,2.0,15.6,745.0,0,0,0,0,1,0,0,0,0,0
0,3,3,3,3.0,15.6,883.19,0,1,0,0,0,0,0,0,0,0
0,2,2,3,1.0,13.3,1970.7795,0,0,1,0,0,0,0,0,0,0
0,3,2,2,2.0,15.6,1047.53,0,0,1,0,0,0,0,0,0,0
1,0,2,2,1.0,14.0,449.0,0,0,0,0,0,0,0,0,0,0
1,3,3,4,1.0,15.6,856.24,0,1,0,0,0,0,0,0,0,0
0,3,3,3,1.0,17.3,1389.93,0,0,1,0,0,0,0,0,0,0
0,3,3,3,1.0,15.0,2175.83,0,0,0,0,0,0,0,1,0,0
1,3,3,4,1.0,17.3,1270.23,0,1,0,0,0,0,0,0,0,0
0,0,2,1,3.0,14.0,399.01,0,1,0,0,0,0,0,0,0,0
0,2,2,3,0.0,15.6,1079.1164,0,0,1,0,0,0,0,0,0,0
0,2,2,3,1.0,15.6,1172.8912000000005,0,0,1,0,0,0,0,0,0,0
0,0,1,2,2.0,15.6,289.5634,0,0,0,0,1,0,0,0,0,0
0,4,3,3,3.0,14.2,2209.0,1,0,0,0,0,0,0,0,0,0
0,3,2,3,1.0,15.6,833.3909000000001,0,0,1,0,0,0,0,0,0,0
0,2,2,4,1.0,17.3,958.72,0,0,0,1,0,0,0,0,0,0
0,2,2,3,1.0,15.6,640.9193,0,0,0,1,0,0,0,0,0,0
1,3,3,4,1.0,14.0,1124.79,0,0,0,0,0,0,1,0,0,0
0,2,2,4,1.0,15.6,709.4100000000001,0,0,1,0,0,0,0,0,0,0
0,3,2,3,1.0,13.3,2006.0,0,0,1,0,0,0,0,0,0,0
0,0,2,1,2.0,14.0,399.01,0,1,0,0,0,0,0,0,0,0
0,2,2,3,2.0,15.6,599.0,0,0,0,0,0,0,1,0,0,0
1,0,2,3,1.0,12.0,553.58,1,0,0,0,0,0,0,0,0,0
0,3,2,3,0.0,13.3,1415.61,0,0,0,1,0,0,0,0,0,0
0,3,2,3,0.0,15.0,1394.0,0,0,0,0,1,0,0,0,0,0
0,3,4,4,0.0,16.0,1999.0,0,0,0,0,0,0,1,0,0,0
0,2,3,3,1.0,15.6,1549.9,0,0,0,0,0,0,0,1,0,0
0,3,2,3,1.0,14.0,1605.0,0,0,0,1,0,0,0,0,0,0
0,2,3,4,1.0,17.3,1068.93,0,0,1,0,0,0,0,0,0,0
0,3,2,4,3.0,15.6,1250.8300000000002,0,1,0,0,0,0,0,0,0,0
0,3,2,2,3.0,15.6,1240.13,0,0,1,0,0,0,0,0,0,0
0,3,2,3,1.0,14.0,765.75,0,0,0,0,0,0,0,1,0,0
0,3,3,3,2.0,15.6,789.0,0,0,0,1,0,0,0,0,0,0
0,0,1,3,1.0,15.6,340.26000000000005,0,0,0,0,1,0,0,0,0,0
0,2,1,3,2.0,15.6,426.93,0,0,0,1,0,0,0,0,0,0
0,2,2,3,1.0,15.6,845.0966999999999,0,0,1,0,0,0,0,0,0,0
0,2,3,3,1.0,13.3,1162.82,0,0,0,0,1,0,0,0,0,0
1,3,3,4,1.0,16.0,2326.78,0,0,0,0,1,0,0,0,0,0
0,2,2,3,1.0,13.5,1668.0,0,0,0,0,0,1,0,0,0,0
1,3,3,4,2.0,15.6,1699.0,0,0,0,0,0,0,0,1,0,0
1,2,2,3,1.0,13.3,1063.34,1,0,0,0,0,0,0,0,0,0
0,0,1,4,1.0,15.6,344.52930000000003,0,0,0,0,1,0,0,0,0,0
0,3,3,3,1.0,15.6,1374.95,0,0,1,0,0,0,0,0,0,0
0,2,1,3,1.0,15.6,560.2841000000001,0,0,1,0,0,0,0,0,0,0
0,3,4,4,1.0,16.0,2459.01,0,0,0,0,0,0,1,0,0,0
0,2,2,3,1.0,13.0,1299.0,0,0,0,0,0,1,0,0,0,0
1,4,3,4,0.0,14.2,2749.0,1,0,0,0,0,0,0,0,0,0
1,2,3,3,1.0,15.6,699.0,0,1,0,0,0,0,0,0,0,0
0,1,1,3,2.0,13.3,908.43,0,0,1,0,0,0,0,0,0,0
0,3,3,3,1.0,14.0,1199.0,0,1,0,0,0,0,0,0,0,0
0,2,3,3,1.0,14.0,925.0,0,0,0,0,0,0,0,0,0,0
0,3,3,3,1.0,17.3,2588.33,0,1,0,0,0,0,0,0,0,0
1,2,2,3,2.0,13.3,764.67,1,0,0,0,0,0,0,0,0,0
1,3,4,4,1.0,15.6,1414.04,0,0,0,0,0,0,1,0,0,0
0,3,2,3,1.0,14.0,2352.0633000000003,0,0,0,1,0,0,0,0,0,0
0,2,2,3,1.0,15.6,519.0,0,0,0,0,0,0,0,1,0,0
0,3,2,3,0.0,14.0,1427.38,0,1,0,0,0,0,0,0,0,0
0,3,4,4,1.0,16.0,2059.76,0,0,0,0,0,0,1,0,0,0
0,3,2,3,1.0,15.6,1309.68,0,1,0,0,0,0,0,0,0,0
1,0,2,2,1.0,14.0,449.0,0,0,0,0,0,0,0,0,0,0
0,3,3,3,1.0,15.6,959.93,0,0,0,1,0,0,0,0,0,0
0,3,3,4,1.0,15.6,3529.9300000000003,0,0,0,0,1,0,0,0,0,0
1,2,2,3,1.0,15.6,959.0,0,0,0,0,0,0,0,1,0,0
1,2,2,3,1.0,15.6,555.49,0,0,0,1,0,0,0,0,0,0
0,2,1,1,1.0,15.6,262.13930000000005,0,0,0,0,0,0,0,1,0,0
0,2,1,3,1.0,15.6,1282.93,0,0,0,1,0,0,0,0,0,0
0,2,1,2,2.0,14.0,891.3207,0,0,0,0,1,0,0,0,0,0
0,3,3,3,1.0,14.0,1449.5,0,1,0,0,0,0,0,0,0,0
1,3,3,3,2.0,15.6,1699.0,0,0,0,0,0,0,0,0,1,0
0,3,3,3,1.0,15.6,829.0,0,0,0,0,1,0,0,0,0,0
0,2,1,3,1.0,15.6,729.74,0,0,0,0,0,0,0,0,0,0
0,3,3,3,2.0,14.0,2461.21,0,0,0,0,0,0,0,0,0,0
0,3,3,3,0.0,14.0,1123.0,0,0,0,0,0,0,0,1,0,0
0,2,2,3,1.0,16.1,812.52,0,0,0,1,0,0,0,0,0,0
0,1,2,4,2.0,17.3,582.2405,0,0,0,1,0,0,0,0,0,0
1,3,3,3,1.0,14.0,849.0,0,1,0,0,0,0,0,0,0,0
1,5,3,4,1.0,15.6,1699.0,0,0,0,0,0,0,1,0,0,0
0,2,2,3,1.0,17.3,953.37,0,1,0,0,0,0,0,0,0,0
0,3,3,3,1.0,14.0,1625.28,0,0,0,0,1,0,0,0,0,0
1,5,3,4,1.0,13.4,3999.0,0,1,0,0,0,0,0,0,0,0
0,1,2,3,2.0,15.6,417.99,0,0,0,1,0,0,0,0,0,0
1,2,2,3,2.0,15.6,659.0,0,1,0,0,0,0,0,0,0,0
0,4,2,3,2.0,13.3,1849.0,1,0,0,0,0,0,0,0,0,0
0,0,1,1,2.0,11.6,363.8,0,1,0,0,0,0,0,0,0,0
1,4,3,4,1.0,16.2,2950.0,1,0,0,0,0,0,0,0,0,0
1,3,4,4,1.0,15.6,3799.0,0,0,0,0,0,0,1,0,0,0
1,3,4,4,1.0,15.6,1746.33,0,0,0,0,0,0,1,0,0,0
0,5,3,4,2.0,17.3,3899.99,0,0,0,0,0,0,0,1,0,0
1,3,3,4,1.0,15.6,880.19,0,1,0,0,0,0,0,0,0,0
1,2,2,3,2.0,15.6,713.83,0,0,0,0,1,0,0,0,0,0
0,3,2,3,1.0,13.5,1998.5995,0,0,0,0,0,1,0,0,0,0
1,1,2,3,2.0,15.6,569.0,0,0,0,0,0,0,0,0,0,0
1,5,4,4,1.0,17.3,2353.24,0,1,0,0,0,0,0,0,0,0
0,3,2,3,2.0,15.6,699.0,0,0,0,0,0,0,0,1,0,0
0,2,3,3,1.0,15.6,1205.99,0,0,0,0,1,0,0,0,0,0
0,2,2,3,1.0,15.6,663.9,0,0,0,0,0,0,0,1,0,0
0,3,4,4,0.0,17.3,2949.0,0,0,0,0,0,0,1,0,0,0
0,3,3,3,2.0,13.3,2192.4300000000003,0,0,0,1,0,0,0,0,0,0
1,3,4,4,1.0,15.6,1659.24,0,0,0,0,0,0,1,0,0,0
1,3,3,3,1.0,13.3,1420.98,0,0,0,1,0,0,0,0,0,0
1,1,2,3,0.0,15.6,316.94,0,0,0,0,0,0,0,0,0,0
0,3,3,3,1.0,15.6,1582.5300000000002,0,0,1,0,0,0,0,0,0,0
1,3,3,4,0.0,17.3,1979.0,0,0,0,0,0,0,1,0,0,0
0,0,1,4,1.0,15.6,368.08,0,1,0,0,0,0,0,0,0,0
0,2,3,3,1.0,14.0,920.82,0,0,0,1,0,0,0,0,0,0
0,3,2,2,2.0,15.6,1134.7243,0,0,1,0,0,0,0,0,0,0
0,2,2,3,1.0,15.6,670.85,0,0,0,0,0,0,0,1,0,0
0,3,3,3,1.0,17.3,2951.06,0,0,1,0,0,0,0,0,0,0
0,2,1,3,1.0,14.0,1176.9893000000002,0,0,0,1,0,0,0,0,0,0
0,1,1,4,2.0,15.6,416.23,0,1,0,0,0,0,0,0,0,0
1,3,3,4,3.0,14.0,1278.99,0,0,0,0,0,0,1,0,0,0
0,2,3,3,1.0,13.3,1489.0,0,0,0,0,0,0,0,0,1,0
0,2,2,3,0.0,13.0,1299.0,0,0,0,0,0,1,0,0,0,0
0,3,3,3,1.0,14.0,1357.0,0,0,0,0,1,0,0,0,0,0
0,3,3,3,0.0,16.1,1192.98,0,0,0,1,0,0,0,0,0,0
0,2,1,4,2.0,15.6,732.9393,0,0,1,0,0,0,0,0,0,0
0,2,2,3,2.0,13.3,1999.83,0,0,1,0,0,0,0,0,0,0
0,3,2,2,0.0,17.3,951.23,0,1,0,0,0,0,0,0,0,0
0,1,2,3,3.0,15.6,416.87,0,0,0,1,0,0,0,0,0,0
0,3,2,3,0.0,17.3,1282.93,0,0,0,0,0,0,1,0,0,0
0,3,4,4,1.0,16.0,4399.0,0,0,0,0,0,0,1,0,0,0
0,2,3,3,0.0,15.6,879.0,0,0,0,0,1,0,0,0,0,0
0,3,3,3,1.0,15.6,1603.93,0,0,0,0,1,0,0,0,0,0
0,3,2,2,1.0,17.3,1221.94,0,0,1,0,0,0,0,0,0,0
0,3,3,3,2.0,17.3,1924.93,0,0,1,0,0,0,0,0,0,0
0,2,2,3,2.0,13.5,1129.0,0,0,0,0,0,1,0,0,0,0
0,2,2,3,3.0,13.3,1097.8200000000002,0,1,0,0,0,0,0,0,0,0
0,2,3,3,2.0,14.0,1029.99,0,0,0,0,0,0,1,0,0,0
0,2,2,3,1.0,15.6,507.53,0,0,0,1,0,0,0,0,0,0
0,3,3,4,1.0,16.1,1887.39,0,0,0,1,0,0,0,0,0,0
0,3,3,4,1.0,16.1,1699.01,0,0,0,1,0,0,0,0,0,0
0,3,2,3,2.0,13.0,1184.0,0,0,1,0,0,0,0,0,0,0
1,3,3,4,1.0,15.6,1043.94,0,0,0,0,0,0,1,0,0,0
0,2,2,3,2.0,14.0,869.14,0,0,0,1,0,0,0,0,0,0
0,0,1,1,0.0,14.0,266.43,0,0,0,1,0,0,0,0,0,0
0,1,2,3,2.0,15.6,345.0,0,0,0,0,1,0,0,0,0,0
1,3,3,4,1.0,17.3,1749.0,0,0,0,0,0,0,1,0,0,0
0,2,2,3,2.0,15.6,882.01,0,0,0,1,0,0,0,0,0,0
1,5,5,4,1.0,17.3,2871.29,0,1,0,0,0,0,0,0,0,0
0,2,2,3,1.0,15.6,822.83,0,1,0,0,0,0,0,0,0,0
0,3,3,4,1.0,15.6,1399.0,0,0,0,0,0,0,1,0,0,0
0,2,2,3,0.0,15.6,519.0,0,0,0,0,0,0,0,1,0,0
1,5,5,5,0.0,16.0,3699.0,0,0,0,0,0,0,1,0,0,0
0,1,1,2,2.0,13.3,737.23,0,0,1,0,0,0,0,0,0,0
0,0,2,3,2.0,15.6,517.01,0,0,0,1,0,0,0,0,0,0
1,2,3,3,1.0,12.3,1111.35,0,0,0,0,0,1,0,0,0,0
0,3,3,3,1.0,15.6,1389.93,0,0,0,0,0,0,1,0,0,0
0,3,3,3,2.0,15.6,1603.93,0,0,1,0,0,0,0,0,0,0
0,3,3,4,1.0,15.6,1799.0,0,0,0,0,0,0,1,0,0,0
0,3,3,4,3.0,15.6,2800.0,0,0,0,0,0,0,0,1,0,0
1,2,2,3,1.0,14.0,210.14,0,0,0,1,0,0,0,0,0,0
1,3,3,3,1.0,14.0,609.04,0,1,0,0,0,0,0,0,0,0
1,3,3,3,2.0,15.6,1333.69,0,0,0,0,0,0,0,1,0,0
0,2,2,3,2.0,15.6,776.32,0,0,0,1,0,0,0,0,0,0
0,2,2,2,1.0,15.6,477.113,0,0,0,1,0,0,0,0,0,0
1,3,3,3,1.0,15.0,987.15,1,0,0,0,0,0,0,0,0,0
1,2,2,3,1.0,14.0,396.03,0,0,0,0,1,0,0,0,0,0
1,3,4,4,1.0,15.6,2256.03,0,0,0,0,0,0,1,0,0,0
1,3,3,4,3.0,17.3,2299.0,0,0,0,0,0,0,1,0,0,0
0,0,2,2,2.0,14.1,309.91,0,0,0,0,0,0,0,1,0,0
0,2,2,3,1.0,15.6,725.0,0,0,0,0,0,0,0,0,0,0
0,2,1,2,1.0,14.0,1353.5500000000002,0,0,0,1,0,0,0,0,0,0
0,2,2,3,2.0,15.6,494.81,0,0,0,1,0,0,0,0,0,0
0,0,2,3,1.0,15.6,587.4300000000001,0,0,0,0,1,0,0,0,0,0
1,5,4,5,0.0,16.0,3999.0,0,1,0,0,0,0,0,0,0,0
1,2,2,3,3.0,14.0,635.0,0,0,0,0,1,0,0,0,0,0
0,2,2,3,3.0,15.6,1068.93,0,0,1,0,0,0,0,0,0,0
0,2,2,3,2.0,14.0,1498.0,0,0,1,0,0,0,0,0,0,0
1,2,2,3,1.0,13.3,895.0,1,0,0,0,0,0,0,0,0,0
0,2,2,3,1.0,17.3,1155.6,0,0,0,1,0,0,0,0,0,0
0,1,1,3,3.0,17.3,747.9300000000001,0,0,0,1,0,0,0,0,0,0
0,3,2,2,2.0,17.3,1160.95,0,0,1,0,0,0,0,0,0,0
1,5,3,4,3.0,15.6,1299.0,0,1,0,0,0,0,0,0,0,0
1,2,3,3,1.0,13.3,678.39,0,1,0,0,0,0,0,0,0,0
0,1,2,3,1.0,15.6,399.0,0,0,0,0,1,0,0,0,0,0
1,5,3,4,1.0,16.0,1924.9,1,0,0,0,0,0,0,0,0,0
0,3,3,3,1.0,16.0,2787.22,0,0,0,0,1,0,0,0,0,0
0,0,3,5,1.0,15.6,961.93,0,0,0,0,1,0,0,0,0,0
0,3,3,3,3.0,15.6,889.0,0,0,1,0,0,0,0,0,0,0
0,3,2,3,0.0,15.6,849.0,0,1,0,0,0,0,0,0,0,0
1,3,2,3,1.0,15.6,699.0,0,1,0,0,0,0,0,0,0,0
0,1,2,3,1.0,15.6,419.0,0,0,0,0,1,0,0,0,0,0
0,2,2,3,1.0,14.0,719.01,0,1,0,0,0,0,0,0,0,0
1,3,3,3,1.0,16.0,1093.69,1,0,0,0,0,0,0,0,0,0
0,2,2,3,2.0,15.6,1278.65,0,0,1,0,0,0,0,0,0,0
1,2,2,3,2.0,13.3,1678.02,0,0,0,1,0,0,0,0,0,0
0,2,3,3,3.0,14.0,2426.81,0,0,0,1,0,0,0,0,0,0
0,2,2,2,2.0,15.6,848.5100000000001,0,0,0,0,0,0,0,0,0,1
0,2,2,3,1.0,15.6,498.0,0,0,0,1,0,0,0,0,0,0
1,2,2,3,1.0,14.0,210.14,0,0,0,1,0,0,0,0,0,0
1,3,3,4,1.0,17.3,1334.69,0,0,0,0,0,0,1,0,0,0
1,3,3,4,1.0,17.3,1899.0,0,0,0,0,0,0,1,0,0,0
0,3,2,3,1.0,15.6,1105.0,0,0,1,0,0,0,0,0,0,0
1,3,4,4,1.0,15.6,3299.99,0,0,0,0,0,0,0,1,0,0
0,1,1,2,1.0,13.3,587.4300000000001,0,0,0,0,1,0,0,0,0,0
0,2,2,3,0.0,14.0,959.0,0,0,0,0,1,0,0,0,0,0
1,2,2,3,1.0,14.0,549.0,0,1,0,0,0,0,0,0,0,0
0,3,2,3,1.0,15.6,568.19,0,1,0,0,0,0,0,0,0,0
0,2,1,3,2.0,12.5,1689.5300000000002,0,0,0,1,0,0,0,0,0,0
1,3,3,3,3.0,14.0,849.0,0,1,0,0,0,0,0,0,0,0
0,2,1,3,1.0,14.0,839.95,0,0,0,0,1,0,0,0,0,0
0,3,3,3,2.0,17.3,1710.93,0,0,0,0,0,0,1,0,0,0
0,0,1,3,1.0,15.6,371.29,0,0,0,1,0,0,0,0,0,0
1,2,2,3,0.0,14.0,499.0,0,0,1,0,0,0,0,0,0,0
0,3,3,4,1.0,17.3,1496.56,0,0,0,0,0,0,1,0,0,0
0,1,1,3,1.0,17.3,747.9300000000001,0,0,0,1,0,0,0,0,0,0
1,3,3,3,1.0,14.0,799.0,0,1,0,0,0,0,0,0,0,0
0,5,3,4,1.0,15.6,2017.87,0,1,0,0,0,0,0,0,0,0
0,2,1,1,2.0,10.1,691.5089,0,0,0,0,1,0,0,0,0,0
0,3,4,3,1.0,17.3,1357.8300000000002,0,1,0,0,0,0,0,0,0,0
0,2,1,3,1.0,15.6,644.14,0,0,0,0,0,0,0,0,0,1
0,2,2,3,1.0,13.3,1049.99,0,0,0,1,0,0,0,0,0,0
0,1,2,3,0.0,15.6,432.26,0,0,0,1,0,0,0,0,0,0
0,2,2,3,3.0,14.0,1356.76,0,0,0,1,0,0,0,0,0,0
1,3,3,4,0.0,15.6,1183.28,0,0,0,0,0,0,0,1,0,0
0,0,1,2,2.0,15.6,395.4,0,0,0,1,0,0,0,0,0,0
0,3,2,3,1.0,15.6,729.0,0,0,0,0,0,0,0,0,0,0
0,2,2,3,2.0,15.6,920.2,0,0,0,0,0,0,0,0,0,1
0,3,2,3,1.0,17.3,1284.0,0,0,0,1,0,0,0,0,0,0
0,1,1,3,1.0,15.6,469.3983,0,0,0,1,0,0,0,0,0,0
0,3,2,3,1.0,17.3,1710.93,0,1,0,0,0,0,0,0,0,0
1,2,2,3,2.0,15.6,477.59,0,0,0,0,0,0,0,0,0,0
0,1,1,2,2.0,14.0,808.0,0,0,0,0,0,0,0,0,0,0
0,3,4,4,2.0,15.6,1334.0,0,0,0,0,0,0,0,1,0,0
0,3,2,3,1.0,13.3,1458.41,0,0,0,0,0,0,0,0,0,1
0,2,2,3,1.0,13.3,1171.65,0,0,0,0,0,0,0,0,0,1
0,2,2,3,1.0,13.3,1068.93,0,0,0,0,0,0,0,0,0,0
0,3,3,3,0.0,15.6,1349.9,0,0,0,0,0,0,0,1,0,0
0,2,2,3,1.0,15.6,1117.0,0,0,1,0,0,0,0,0,0,0
1,5,4,4,2.0,15.6,3399.0,0,0,0,0,0,0,1,0,0,0
0,2,2,3,1.0,14.0,1753.73,0,0,1,0,0,0,0,0,0,0
0,2,2,4,1.0,15.6,849.58,0,0,0,1,0,0,0,0,0,0
1,2,2,3,3.0,14.0,799.0,0,0,0,0,1,0,0,0,0,0
0,2,2,4,1.0,17.3,977.98,0,0,0,1,0,0,0,0,0,0
1,2,2,3,1.0,13.3,609.04,0,0,0,0,0,0,0,1,0,0
1,5,4,4,2.0,17.3,2099.0,0,1,0,0,0,0,0,0,0,0
1,2,2,3,1.0,14.0,739.61,0,0,0,0,1,0,0,0,0,0
0,3,3,3,1.0,14.0,979.0,0,0,0,0,1,0,0,0,0,0
0,3,2,3,2.0,15.6,769.33,0,0,0,1,0,0,0,0,0,0
0,3,3,3,1.0,13.3,1805.01,0,0,0,0,0,0,0,1,0,0
0,3,2,3,2.0,14.0,2031.93,0,0,0,0,0,0,0,1,0,0
0,3,3,4,1.0,13.4,2086.72,0,1,0,0,0,0,0,0,0,0
0,1,2,3,0.0,13.3,1015.43,0,0,0,0,1,0,0,0,0,0
0,2,1,3,2.0,14.0,1157.74,0,0,0,1,0,0,0,0,0,0
0,3,3,4,0.0,17.3,1799.0,0,0,0,0,0,0,0,0,0,0
0,2,1,2,1.0,13.5,1058.23,0,0,0,0,0,1,0,0,0,0
0,3,3,3,1.0,15.0,2509.0,0,0,1,0,0,0,0,0,0,0
1,2,3,3,2.0,15.6,477.28,0,0,0,0,0,0,0,0,0,0
0,3,3,2,1.0,15.6,1419.89,0,0,0,1,0,0,0,0,0,0
0,5,4,4,1.0,16.0,3099.0,0,0,0,0,0,0,1,0,0,0
0,3,2,4,2.0,15.6,758.63,0,0,0,0,1,0,0,0,0,0
0,3,3,3,1.0,14.0,1902.0,0,1,0,0,0,0,0,0,0,0
0,2,2,4,0.0,15.6,862.4200000000001,0,0,0,1,0,0,0,0,0,0
1,3,3,4,2.0,15.6,1043.94,0,0,0,0,0,0,1,0,0,0
0,2,2,3,1.0,12.5,2154.98,0,0,0,1,0,0,0,0,0,0
0,0,2,3,2.0,15.6,339.0,0,0,0,1,0,0,0,0,0,0
0,3,3,3,2.0,15.6,1139.01,0,1,0,0,0,0,0,0,0,0
0,2,2,3,3.0,12.5,1496.93,0,0,0,0,1,0,0,0,0,0
